DATE,CURRENCY_NAME,CURRENCY_CODE,TERMS,INTERNAL_SPOT_RATE,BUY_RATE,SELL_RATE,BOSS_RATE,CUTOFF_TIME
24-Feb-23,Emirati dirham,GBP,M,2.8,2.25,1.2,2.51,15:00:00
25-Feb-23,Emirati dirham,JPY,M,1.9,1.47,3.92,2.36,15:00:00
26-Feb-23,Emirati dirham,AUD,M,2.2,1.56,3.89,2.58,15:00:00
27-Feb-23,Emirati dirham,NZD,D,2.9,1.38,2.4,1.98,15:00:00
28-Feb-23,Emirati dirham,AED,D,1.5,2.12,1.37,2.6,15:00:00
01-Mar-23,Canadian dollar,CAD,D,1.9,1.94,1.75,1.09,15:00:00
02-Mar-23,Euro,NZD,M,1.7,2.25,1.77,1.38,15:00:00
03-Mar-23,Australian dollar,GBP,D,2.1,2.54,3.96,1.95,15:00:00
04-Mar-23,Japanese yen,GBP,D,1.5,2.05,3.12,2.24,15:00:00
05-Mar-23,Australian dollar,CAD,D,1.1,1.83,3.41,1.13,15:00:00
06-Mar-23,Australian dollar,AUD,M,2.9,1.62,3.49,1.46,15:00:00
07-Mar-23,Pound Sterling,JPY,M,1.3,2.5,1.85,1.78,15:00:00
08-Mar-23,Canadian dollar,CAD,M,1.3,1.91,2.64,1.11,15:00:00
09-Mar-23,Pound Sterling,GBP,D,1.7,2.18,3.34,1.47,15:00:00
10-Mar-23,New Zealand dollar,JPY,M,2.7,1.14,2.74,1,15:00:00
11-Mar-23,Japanese yen,GBP,D,1.4,2.05,2.03,2.26,15:00:00
12-Mar-23,Japanese yen,JPY,D,1,1.07,2.47,2.62,15:00:00
13-Mar-23,Japanese yen,EUR,D,1.6,1.11,2.86,1.57,15:00:00
14-Mar-23,New Zealand dollar,CAD,M,1.2,1.17,1.04,2.18,15:00:00
15-Mar-23,Pound Sterling,AUD,M,2.6,2.53,2.44,1.26,15:00:00
16-Mar-23,Australian dollar,NZD,M,2.8,1.08,1.15,2.31,15:00:00
17-Mar-23,New Zealand dollar,CAD,M,1.1,2.34,1.59,2.89,15:00:00
18-Mar-23,Euro,EUR,D,2.6,2.3,1.41,2.14,15:00:00
19-Mar-23,Euro,AUD,D,1.1,2.86,2.9,1.84,15:00:00
20-Mar-23,New Zealand dollar,AED,D,2,1.1,1.64,1.73,15:00:00
21-Mar-23,Canadian dollar,GBP,M,2.8,2.1,3.08,2.91,15:00:00
22-Mar-23,Australian dollar,GBP,M,1.2,2.96,3.97,1.77,15:00:00
23-Mar-23,New Zealand dollar,NZD,D,1.5,1.52,2.43,2.26,15:00:00
24-Mar-23,Canadian dollar,NZD,M,1.7,2.17,3.69,2.23,15:00:00
25-Mar-23,Pound Sterling,AED,D,2.2,1.92,1.38,2.02,15:00:00
26-Mar-23,Canadian dollar,CAD,M,1.5,1.15,3.8,1.69,15:00:00
27-Mar-23,Emirati dirham,AED,M,2.2,1.36,1.32,1.5,15:00:00
28-Mar-23,Australian dollar,GBP,M,2.7,1.81,3.79,1.61,15:00:00
29-Mar-23,New Zealand dollar,AUD,D,2.5,2.71,2.34,3,15:00:00
30-Mar-23,Japanese yen,EUR,M,2,1.29,3.1,1.83,15:00:00
31-Mar-23,New Zealand dollar,CAD,D,1.2,1.28,1.38,1.98,15:00:00
01-Apr-23,Australian dollar,EUR,D,1.1,1.66,1.85,1.01,15:00:00
02-Apr-23,Australian dollar,NZD,D,1.4,2.83,3.44,1.06,15:00:00
03-Apr-23,Euro,AUD,M,2.2,2.34,1.06,1.55,15:00:00
04-Apr-23,Japanese yen,GBP,D,1.7,2.89,2.67,1.17,15:00:00
05-Apr-23,New Zealand dollar,AUD,M,2.1,1.87,3.08,2.95,15:00:00
06-Apr-23,Emirati dirham,GBP,M,2.8,3,2.46,2.12,15:00:00
07-Apr-23,Australian dollar,JPY,M,1.7,2.57,1.25,2.18,15:00:00
08-Apr-23,Euro,GBP,D,2.1,2.98,2.34,1.09,15:00:00
09-Apr-23,New Zealand dollar,CAD,M,2.5,2.24,2.78,1.85,15:00:00
10-Apr-23,Euro,AED,D,1.1,2.04,2.1,1.32,15:00:00
11-Apr-23,Australian dollar,CAD,M,2.8,2.17,1.54,1.25,15:00:00
12-Apr-23,Japanese yen,CAD,D,2.1,2.39,3.2,1.11,15:00:00
13-Apr-23,Euro,EUR,D,2.6,1.53,1.72,1.01,15:00:00
14-Apr-23,Emirati dirham,JPY,D,2.3,1.9,3.29,3,15:00:00
15-Apr-23,Pound Sterling,AUD,D,2.5,1.62,2.91,1.97,15:00:00
16-Apr-23,Canadian dollar,JPY,D,2.5,2.21,3.2,2,15:00:00
17-Apr-23,New Zealand dollar,EUR,M,1.2,1.87,1.43,2.31,15:00:00
18-Apr-23,Canadian dollar,AED,D,1.7,1.99,3.51,1.17,15:00:00
19-Apr-23,Australian dollar,AED,D,1.7,2.61,1.77,1.14,15:00:00
20-Apr-23,Emirati dirham,AUD,M,1.1,1.92,2.02,1.4,15:00:00
21-Apr-23,Canadian dollar,AUD,D,2.9,1.96,2.61,1.46,15:00:00
22-Apr-23,Emirati dirham,AUD,M,2.9,2.62,1.12,1.3,15:00:00
23-Apr-23,Canadian dollar,EUR,M,2.2,2.86,1.05,1.62,15:00:00
24-Apr-23,Emirati dirham,AUD,M,1.6,1.12,3.25,1.56,15:00:00
25-Apr-23,Canadian dollar,JPY,D,1.4,2.29,1.88,1.62,15:00:00
26-Apr-23,Euro,GBP,D,2.7,2.01,2.27,2.68,15:00:00
27-Apr-23,Pound Sterling,NZD,M,1.6,2.36,3.88,2.03,15:00:00
28-Apr-23,New Zealand dollar,EUR,D,2.6,2.78,3.46,2.44,15:00:00
29-Apr-23,Canadian dollar,EUR,M,1.2,2.25,2.42,3,15:00:00
30-Apr-23,Emirati dirham,AED,D,1.6,1.2,3.62,2.6,15:00:00
01-May-23,Euro,NZD,M,2.8,1.13,3.63,1.32,15:00:00
02-May-23,Euro,AUD,D,1.9,1.96,2.2,2.1,15:00:00
03-May-23,Australian dollar,AED,M,1.4,1.43,2.54,2.41,15:00:00
04-May-23,Japanese yen,AUD,D,2.8,1.19,2.79,2.62,15:00:00
05-May-23,Japanese yen,EUR,D,2.8,1.49,1.71,1.84,15:00:00
06-May-23,Euro,GBP,M,1.9,1.16,1.73,1.73,15:00:00
07-May-23,Canadian dollar,JPY,M,2.3,1.44,1.43,2.87,15:00:00
08-May-23,Euro,JPY,D,2.3,2.31,2.25,2.45,15:00:00
09-May-23,Japanese yen,NZD,D,2.1,1.71,2.44,1.56,15:00:00
10-May-23,Emirati dirham,EUR,M,2.4,2.44,3.96,1.89,15:00:00
11-May-23,Emirati dirham,AUD,D,2.2,2.4,3.04,1.11,15:00:00
12-May-23,Emirati dirham,NZD,D,1.7,1.56,1.49,1.01,15:00:00
13-May-23,Euro,CAD,M,2,1.72,1.33,2.24,15:00:00
14-May-23,Pound Sterling,AED,D,1.5,1.41,1.56,1.28,15:00:00
15-May-23,Japanese yen,GBP,D,1.5,2.22,3.29,2.37,15:00:00
16-May-23,Euro,AUD,D,2.5,2.34,1.49,1.73,15:00:00
17-May-23,Pound Sterling,NZD,M,2.8,1.66,2.32,2.32,15:00:00
18-May-23,Canadian dollar,NZD,M,2.2,2.38,2.64,2.83,15:00:00
19-May-23,Australian dollar,AUD,M,1.9,1.6,2.52,2.15,15:00:00
20-May-23,Japanese yen,CAD,M,2.7,2.71,2.72,1.82,15:00:00
21-May-23,Pound Sterling,AED,M,2.4,2.87,1.48,2.86,15:00:00
22-May-23,Australian dollar,AUD,M,2.5,2.14,2.8,1.92,15:00:00
23-May-23,Canadian dollar,CAD,M,1.1,1.77,3.96,2.33,15:00:00
24-May-23,Canadian dollar,AUD,M,1,1.17,3.72,2.6,15:00:00
25-May-23,Canadian dollar,JPY,M,2.7,2.92,2.99,2.92,15:00:00
26-May-23,Australian dollar,AED,D,2.2,1.87,3.94,1.89,15:00:00
27-May-23,New Zealand dollar,NZD,M,1.2,1.1,3.03,1.88,15:00:00
28-May-23,Pound Sterling,AED,M,1.3,1.73,3.8,2.6,15:00:00
29-May-23,Euro,JPY,D,1.1,2.59,1.28,1.99,15:00:00
30-May-23,Australian dollar,AED,M,1.5,1.29,1.87,1.69,15:00:00
31-May-23,Japanese yen,EUR,M,2.1,2.72,2.91,1.89,15:00:00
01-Jun-23,Canadian dollar,AUD,D,1.5,2.44,2.03,2.54,15:00:00
02-Jun-23,Canadian dollar,AUD,M,1.2,2.57,2.47,1.34,15:00:00
03-Jun-23,Japanese yen,CAD,D,2.2,2.68,3.65,1.64,15:00:00
04-Jun-23,Japanese yen,JPY,M,2.8,2.36,2.35,2.32,15:00:00
05-Jun-23,New Zealand dollar,JPY,M,2.1,2.74,2.27,1.5,15:00:00
06-Jun-23,Canadian dollar,JPY,D,1.6,1.71,2.68,1.78,15:00:00
07-Jun-23,New Zealand dollar,NZD,D,1.8,2.34,3.87,2.82,15:00:00
08-Jun-23,Emirati dirham,CAD,M,2.2,2.19,1.51,1.65,15:00:00
09-Jun-23,Australian dollar,AED,D,2.9,1.19,1.8,2.67,15:00:00
10-Jun-23,Japanese yen,NZD,D,1.6,2.22,2.49,2.69,15:00:00
11-Jun-23,Japanese yen,AED,M,1.8,2.96,3.01,2.65,15:00:00
12-Jun-23,Japanese yen,AUD,D,2.9,2.8,1.07,2.99,15:00:00
13-Jun-23,Pound Sterling,AED,M,1.9,1.04,1.16,1.14,15:00:00
14-Jun-23,Australian dollar,AED,D,2.9,1.09,2.17,1.49,15:00:00
15-Jun-23,Japanese yen,JPY,D,3,2.85,3.4,2.15,15:00:00
16-Jun-23,Japanese yen,AUD,M,1.1,2.99,2.46,2.31,15:00:00
17-Jun-23,Canadian dollar,AUD,M,2.8,1.32,3.31,2.76,15:00:00
18-Jun-23,Japanese yen,JPY,M,1.9,2.76,2.01,2.41,15:00:00
19-Jun-23,Emirati dirham,GBP,M,2.1,1.19,1.71,2.57,15:00:00
20-Jun-23,New Zealand dollar,NZD,D,1.3,1.67,1.21,2.75,15:00:00
21-Jun-23,Japanese yen,CAD,M,2.7,1.62,1.94,2.34,15:00:00
22-Jun-23,Australian dollar,CAD,M,1.3,2.18,1.38,2.87,15:00:00
23-Jun-23,Euro,GBP,M,2.1,2.8,2.45,2.11,15:00:00
24-Jun-23,Canadian dollar,JPY,M,1.2,1.83,3.64,1.61,15:00:00
25-Jun-23,New Zealand dollar,JPY,D,1.3,2.37,1.91,1.27,15:00:00
26-Jun-23,New Zealand dollar,CAD,D,2.5,1.23,1.34,1.73,15:00:00
27-Jun-23,Pound Sterling,JPY,M,2.2,1.79,2.01,1.62,15:00:00
28-Jun-23,Emirati dirham,CAD,M,1.8,2.55,2.25,2.29,15:00:00
29-Jun-23,Japanese yen,NZD,M,1.9,1.75,3.3,2.48,15:00:00
30-Jun-23,Japanese yen,NZD,M,2.4,2.15,1.62,2.77,15:00:00
01-Jul-23,Emirati dirham,AUD,D,2.7,1.64,1.81,1.03,15:00:00
02-Jul-23,Canadian dollar,NZD,D,1.2,1.9,1.8,2.4,15:00:00
03-Jul-23,Pound Sterling,AED,D,2.5,1.39,3.69,2.82,15:00:00
04-Jul-23,Japanese yen,CAD,M,1.9,1.73,3.04,2.31,15:00:00
05-Jul-23,Japanese yen,AUD,D,2.7,2.93,1.09,2.11,15:00:00
06-Jul-23,Emirati dirham,NZD,D,1.8,2.73,2.92,1.28,15:00:00
07-Jul-23,Australian dollar,AED,M,1.6,1.98,2.63,1.62,15:00:00
08-Jul-23,Canadian dollar,NZD,M,1.7,2.42,2.94,1.63,15:00:00
09-Jul-23,Emirati dirham,NZD,D,1.4,2.44,2.78,2.83,15:00:00
10-Jul-23,New Zealand dollar,JPY,M,2.8,1.64,2.61,1.93,15:00:00
11-Jul-23,Canadian dollar,EUR,D,1.8,2.67,2.02,1.72,15:00:00
12-Jul-23,Emirati dirham,AUD,M,1.9,2.49,3.14,1.06,15:00:00
13-Jul-23,Australian dollar,EUR,D,1.9,2.56,3.74,2.13,15:00:00
14-Jul-23,New Zealand dollar,CAD,D,1.9,1.4,1.44,2.61,15:00:00
15-Jul-23,Emirati dirham,GBP,M,2.5,2.58,3.49,2.09,15:00:00
16-Jul-23,New Zealand dollar,EUR,M,2.7,1.87,2.01,2.39,15:00:00
17-Jul-23,Pound Sterling,GBP,D,2.4,1.64,1.35,2.68,15:00:00
18-Jul-23,Euro,EUR,M,2.5,2,3.34,1.98,15:00:00
19-Jul-23,Japanese yen,NZD,D,2.2,1.05,2.6,2.82,15:00:00
20-Jul-23,Euro,AED,M,2.4,2.71,1.19,1.66,15:00:00
21-Jul-23,Japanese yen,NZD,D,1.4,1.76,3.79,1.87,15:00:00
22-Jul-23,New Zealand dollar,EUR,D,3,1.57,1.03,1.77,15:00:00
23-Jul-23,Euro,CAD,M,1.7,1.77,3.73,2.3,15:00:00
24-Jul-23,Euro,NZD,M,1.5,1.85,2.93,2.11,15:00:00
25-Jul-23,Pound Sterling,CAD,D,2.2,2.09,2.81,2.26,15:00:00
26-Jul-23,New Zealand dollar,JPY,D,2.9,2.81,2.45,2.42,15:00:00
27-Jul-23,Emirati dirham,CAD,D,2.6,1.27,3.07,1.67,15:00:00
28-Jul-23,Canadian dollar,NZD,M,1.3,2.34,2.22,1.1,15:00:00
29-Jul-23,Japanese yen,AED,D,2.9,1.35,2.46,1.81,15:00:00
30-Jul-23,Pound Sterling,NZD,D,1.5,1.23,3.16,2.18,15:00:00
31-Jul-23,Canadian dollar,AUD,M,2.9,2.69,3.05,1.06,15:00:00
01-Aug-23,New Zealand dollar,JPY,D,1.9,1.15,2.47,3,15:00:00
02-Aug-23,Australian dollar,AED,M,2.8,1.26,3.45,1.02,15:00:00
03-Aug-23,Emirati dirham,CAD,M,2.2,1.57,2.47,2.63,15:00:00
04-Aug-23,Pound Sterling,AUD,M,2.6,1.17,3.92,2.94,15:00:00
05-Aug-23,Emirati dirham,NZD,M,1.4,2.5,2.67,1.46,15:00:00
06-Aug-23,Euro,GBP,M,1.5,2.56,3.31,2.27,15:00:00
07-Aug-23,Pound Sterling,AED,M,1.2,1.13,3.11,2.67,15:00:00
08-Aug-23,Japanese yen,NZD,D,2.2,1.45,3.44,1.74,15:00:00
09-Aug-23,Canadian dollar,AUD,M,2.1,2.81,2.53,1.04,15:00:00
10-Aug-23,New Zealand dollar,JPY,D,1.3,2.13,2.38,2.15,15:00:00
11-Aug-23,Canadian dollar,AUD,M,2.2,1.77,2.76,1.11,15:00:00
12-Aug-23,Australian dollar,CAD,M,2,2.48,2.74,1.6,15:00:00
13-Aug-23,Euro,JPY,M,1.2,1.1,2.72,1.98,15:00:00
14-Aug-23,New Zealand dollar,CAD,M,1,1.6,3.87,1.6,15:00:00
15-Aug-23,New Zealand dollar,CAD,D,1.1,1.56,2.54,1.64,15:00:00
16-Aug-23,Euro,EUR,D,1.2,2.65,1.46,2.43,15:00:00
17-Aug-23,Emirati dirham,AUD,M,2.6,1.12,1.4,2.68,15:00:00
18-Aug-23,Euro,GBP,M,2.1,1.71,2.76,1.39,15:00:00
19-Aug-23,Euro,AED,M,2.6,1.43,3.97,2.29,15:00:00
20-Aug-23,Emirati dirham,AUD,D,1.7,2.64,3.5,1.58,15:00:00
21-Aug-23,Japanese yen,EUR,D,1.8,1.67,2.78,2.09,15:00:00
22-Aug-23,New Zealand dollar,JPY,M,1.9,2.89,1.12,1.67,15:00:00
23-Aug-23,Pound Sterling,AED,D,1.8,2.57,1.02,2.62,15:00:00
24-Aug-23,Australian dollar,JPY,D,1.7,2.87,2,1.63,15:00:00
25-Aug-23,Australian dollar,JPY,M,2.7,2.77,2.87,1.46,15:00:00
26-Aug-23,Australian dollar,JPY,D,2.6,1.28,4,2.99,15:00:00
27-Aug-23,New Zealand dollar,NZD,M,2.4,1.01,2.93,2.4,15:00:00
28-Aug-23,Euro,CAD,D,1.5,1.4,3.14,1.8,15:00:00
29-Aug-23,Canadian dollar,AED,M,2.3,2.04,2.28,2.81,15:00:00
30-Aug-23,Australian dollar,JPY,D,1.8,1.39,3.89,2.98,15:00:00
31-Aug-23,Pound Sterling,AED,D,1.8,1.84,2.1,2.94,15:00:00
01-Sep-23,Pound Sterling,JPY,D,3,2.42,3.37,1.94,15:00:00
02-Sep-23,Euro,GBP,M,1.8,2.72,1.29,1.42,15:00:00
03-Sep-23,Emirati dirham,AED,D,2,1.32,1.01,1.45,15:00:00
04-Sep-23,Pound Sterling,AED,D,1.9,2.21,3.54,2.8,15:00:00
05-Sep-23,Australian dollar,CAD,D,1.1,1.31,1.74,2.67,15:00:00
06-Sep-23,New Zealand dollar,AED,M,2.5,1.02,1.12,2.05,15:00:00
07-Sep-23,Pound Sterling,CAD,D,2.8,1.23,3.6,2.36,15:00:00
08-Sep-23,Emirati dirham,NZD,D,2.7,2.31,2.62,2.9,15:00:00
09-Sep-23,Emirati dirham,AUD,M,2.2,1.2,3.49,2.19,15:00:00
10-Sep-23,Euro,CAD,D,2.6,1.86,2.19,1.31,15:00:00
11-Sep-23,Japanese yen,CAD,D,2.1,2.15,2.98,1.48,15:00:00
12-Sep-23,Euro,JPY,D,1.5,2.72,1.85,1,15:00:00
13-Sep-23,Euro,JPY,D,2.3,1.12,2.96,2.25,15:00:00
14-Sep-23,Emirati dirham,CAD,D,2.6,1.71,1.66,2.99,15:00:00
15-Sep-23,Australian dollar,NZD,D,1.5,1.18,1.27,2.29,15:00:00
16-Sep-23,Pound Sterling,AUD,M,2.7,2.92,1.93,2.41,15:00:00
17-Sep-23,Australian dollar,AED,D,2.3,2.44,2.49,2.11,15:00:00
18-Sep-23,Japanese yen,JPY,D,1.5,1.24,1.98,2.68,15:00:00
19-Sep-23,Emirati dirham,NZD,D,2.3,2.2,3.02,1.49,15:00:00
20-Sep-23,Euro,AUD,M,2.7,2.92,3.27,1.35,15:00:00
21-Sep-23,Japanese yen,CAD,M,1.4,2.32,2.01,1.39,15:00:00
22-Sep-23,Emirati dirham,AUD,M,2.7,2.98,3.62,2.91,15:00:00
23-Sep-23,New Zealand dollar,GBP,D,2,1.38,1.92,2.23,15:00:00
24-Sep-23,Australian dollar,NZD,M,1.9,2.94,1.08,1.36,15:00:00
25-Sep-23,Canadian dollar,EUR,M,1.3,1.12,2.84,2.24,15:00:00
26-Sep-23,Pound Sterling,CAD,D,1.1,1.56,2.73,1.97,15:00:00
27-Sep-23,Japanese yen,CAD,D,1.6,2.94,2.95,2.59,15:00:00
28-Sep-23,Euro,GBP,M,1.7,1.51,1.76,1.13,15:00:00
29-Sep-23,Pound Sterling,CAD,D,2.3,2.97,1.6,1.9,15:00:00
30-Sep-23,Emirati dirham,AUD,D,1.6,2.97,3.68,1.93,15:00:00
01-Oct-23,Australian dollar,GBP,M,2.1,1.56,2.85,2.52,15:00:00
02-Oct-23,Japanese yen,AUD,M,1.5,2.59,1.54,2.69,15:00:00
03-Oct-23,New Zealand dollar,AUD,D,2.4,1.29,3.82,1.42,15:00:00
04-Oct-23,Canadian dollar,EUR,D,2.3,2.34,3.84,2.76,15:00:00
05-Oct-23,Pound Sterling,AUD,M,2.4,1.87,1.01,2.5,15:00:00
06-Oct-23,Pound Sterling,NZD,M,1.2,2.48,2.61,1.07,15:00:00
07-Oct-23,Australian dollar,CAD,D,1.6,1.07,2.76,2.27,15:00:00
08-Oct-23,Canadian dollar,AUD,D,1.8,2.83,2.03,2.92,15:00:00
09-Oct-23,Australian dollar,AUD,M,1.6,2.67,3.73,2.39,15:00:00
10-Oct-23,Euro,AUD,M,1.9,1.27,3.32,1.39,15:00:00
11-Oct-23,Euro,CAD,D,1.7,2.05,3.7,2.93,15:00:00
12-Oct-23,Australian dollar,JPY,D,2.5,1.36,1.97,2.98,15:00:00
13-Oct-23,Australian dollar,AED,M,1.7,1.8,2.56,1.33,15:00:00
14-Oct-23,Emirati dirham,AUD,D,1.7,2.11,2.96,1.21,15:00:00
15-Oct-23,Japanese yen,AUD,M,2.3,2.57,2.03,2.65,15:00:00
16-Oct-23,Euro,NZD,D,2.5,1.97,1.67,2.14,15:00:00
17-Oct-23,Canadian dollar,GBP,M,1.2,2.82,2.53,1.02,15:00:00
18-Oct-23,Euro,JPY,D,2.8,1.66,3.67,2.05,15:00:00
19-Oct-23,Australian dollar,GBP,D,1.4,1.06,3.71,2.04,15:00:00
20-Oct-23,Emirati dirham,AUD,M,1.2,1.65,1.41,1.29,15:00:00
21-Oct-23,New Zealand dollar,AUD,M,2.6,2.65,3,1.01,15:00:00
22-Oct-23,New Zealand dollar,AED,M,2.7,1.74,2.94,2.3,15:00:00
23-Oct-23,New Zealand dollar,EUR,M,1,2.27,1.94,1.9,15:00:00
24-Oct-23,Canadian dollar,AUD,M,1.5,2.11,1.8,1.89,15:00:00
25-Oct-23,Canadian dollar,NZD,M,1.5,2.32,2.22,2.37,15:00:00
26-Oct-23,Emirati dirham,NZD,M,1.3,2.3,1.21,1.37,15:00:00
27-Oct-23,Japanese yen,AED,M,2.2,2.1,3.34,1.52,15:00:00
28-Oct-23,Canadian dollar,NZD,M,1.1,2.54,2.38,1.58,15:00:00
29-Oct-23,New Zealand dollar,GBP,M,1.8,1.21,1.85,1.5,15:00:00
30-Oct-23,Pound Sterling,AED,M,2.2,2.17,3.32,1.99,15:00:00
31-Oct-23,Japanese yen,JPY,D,2.7,2.43,2.26,2.95,15:00:00
01-Nov-23,Australian dollar,EUR,M,2.6,2.09,2.18,1.13,15:00:00
02-Nov-23,Canadian dollar,EUR,M,2.6,2.39,1.43,1.54,15:00:00
03-Nov-23,Australian dollar,JPY,D,1.8,2.74,2.99,2.76,15:00:00
04-Nov-23,Emirati dirham,NZD,D,1.4,1.52,2.09,2.69,15:00:00
05-Nov-23,Euro,JPY,D,2,1.42,2.29,1.31,15:00:00
06-Nov-23,New Zealand dollar,CAD,D,1.9,2.78,2.42,2.17,15:00:00
07-Nov-23,Canadian dollar,EUR,D,1.2,1.8,1.52,2.88,15:00:00
08-Nov-23,Canadian dollar,NZD,M,2.4,2.92,3.92,2.74,15:00:00
09-Nov-23,Canadian dollar,JPY,D,1.5,2.28,1.57,1.77,15:00:00
10-Nov-23,Japanese yen,AUD,D,1.8,1.64,2.72,2.56,15:00:00
11-Nov-23,Canadian dollar,CAD,D,2.2,2.27,3.22,1.93,15:00:00
12-Nov-23,Australian dollar,AUD,D,1.2,2.01,1.81,1.68,15:00:00
13-Nov-23,Australian dollar,NZD,D,2.2,1.54,2.27,2.42,15:00:00
14-Nov-23,Canadian dollar,NZD,D,1.1,1.08,2.5,2.17,15:00:00
15-Nov-23,Canadian dollar,JPY,M,2.5,2.81,2.29,2.96,15:00:00
16-Nov-23,New Zealand dollar,NZD,M,1.4,2.64,3.87,1.42,15:00:00
17-Nov-23,New Zealand dollar,EUR,M,1.5,2.72,1.7,2.72,15:00:00
18-Nov-23,Pound Sterling,AED,M,1.8,1.05,2.43,2.57,15:00:00
19-Nov-23,Japanese yen,JPY,M,2.4,1.46,3.68,2.26,15:00:00
20-Nov-23,Pound Sterling,JPY,M,2,2.41,3.04,2.17,15:00:00
21-Nov-23,New Zealand dollar,EUR,M,2.1,2.76,3.63,1.94,15:00:00
22-Nov-23,Euro,JPY,M,1.7,2.13,3.89,2.91,15:00:00
23-Nov-23,Euro,AUD,M,3,1.74,1.13,1.34,15:00:00
24-Nov-23,Pound Sterling,EUR,D,1.5,2,3.23,1.48,15:00:00
25-Nov-23,Pound Sterling,AED,M,1.6,2.95,3.81,2.89,15:00:00
26-Nov-23,Pound Sterling,CAD,D,1.2,2.15,3.24,1.66,15:00:00
27-Nov-23,Australian dollar,CAD,D,1.3,1.83,2.13,1.77,15:00:00
28-Nov-23,Pound Sterling,GBP,M,1.6,1.38,2.24,2.78,15:00:00
29-Nov-23,Japanese yen,AED,D,2,1.15,1.08,1.01,15:00:00
30-Nov-23,Pound Sterling,NZD,D,1.8,2.18,1.8,2.27,15:00:00
01-Dec-23,Emirati dirham,NZD,D,2.8,2.63,3.4,1.48,15:00:00
02-Dec-23,Canadian dollar,AED,D,1.9,1.33,1.82,2.77,15:00:00
03-Dec-23,Australian dollar,NZD,M,1,1.44,3.43,1.4,15:00:00
04-Dec-23,Pound Sterling,NZD,D,2.8,2.59,1.85,2.65,15:00:00
05-Dec-23,Australian dollar,EUR,M,2.9,1.7,2.04,2.75,15:00:00
06-Dec-23,New Zealand dollar,NZD,D,1.4,1.84,1.5,1.44,15:00:00
07-Dec-23,Euro,AED,D,2.7,1.91,3.88,1.53,15:00:00
08-Dec-23,Canadian dollar,AUD,M,2.1,1.1,1.31,1.75,15:00:00
09-Dec-23,Canadian dollar,NZD,D,2.4,2.34,1.3,2,15:00:00
10-Dec-23,Australian dollar,AED,M,2.3,2.72,3.07,2.9,15:00:00
11-Dec-23,New Zealand dollar,CAD,M,1.1,2.35,2.89,2.9,15:00:00
12-Dec-23,Japanese yen,JPY,M,3,1.04,2.57,1.74,15:00:00
13-Dec-23,Euro,AUD,M,1.4,2.56,3.02,1.47,15:00:00
14-Dec-23,New Zealand dollar,AED,D,2.3,1.62,2.92,1.41,15:00:00
15-Dec-23,Euro,JPY,D,1.8,2.13,1.08,1.85,15:00:00
16-Dec-23,Australian dollar,CAD,D,2.8,1.86,1.14,2.91,15:00:00
17-Dec-23,Pound Sterling,JPY,M,2,2.03,3.17,2.83,15:00:00
18-Dec-23,Canadian dollar,AED,D,1.5,1.28,2.46,2.37,15:00:00
19-Dec-23,Euro,AUD,D,2.5,1.97,1.14,2.18,15:00:00
20-Dec-23,Emirati dirham,AED,M,1.2,2.5,1.75,2.9,15:00:00
21-Dec-23,New Zealand dollar,JPY,M,1.6,2.74,3.45,1.91,15:00:00
22-Dec-23,Australian dollar,CAD,D,1.4,2.15,3.11,1.79,15:00:00
23-Dec-23,Japanese yen,EUR,D,2.9,2.03,2.47,1.5,15:00:00
24-Dec-23,Pound Sterling,CAD,M,1.5,2.61,1.84,1.88,15:00:00
25-Dec-23,Euro,AUD,M,2.3,2.96,2.52,1.82,15:00:00
26-Dec-23,Pound Sterling,JPY,D,2.5,1.66,2.14,2.45,15:00:00
27-Dec-23,Emirati dirham,EUR,D,1.8,2.4,3.34,1.13,15:00:00
28-Dec-23,Pound Sterling,CAD,M,1.7,1.7,3.37,2.34,15:00:00
29-Dec-23,Canadian dollar,AUD,D,2.4,2.77,1.87,2.61,15:00:00
30-Dec-23,Emirati dirham,AUD,D,2.5,2.5,2.89,2.21,15:00:00
31-Dec-23,New Zealand dollar,AUD,D,1.6,2.72,2.19,2.23,15:00:00
01-Jan-24,Euro,AUD,M,2.9,2.92,2.95,1.46,15:00:00
02-Jan-24,Pound Sterling,JPY,D,1.8,1.16,1.92,1.32,15:00:00
03-Jan-24,Emirati dirham,AED,M,1.9,1.39,3.79,1.65,15:00:00
04-Jan-24,Euro,JPY,D,2.3,2.36,2.28,1.78,15:00:00
05-Jan-24,Japanese yen,JPY,M,1.8,2.45,3.39,1.19,15:00:00
06-Jan-24,Japanese yen,AUD,M,2,1.68,1.14,1.21,15:00:00
07-Jan-24,New Zealand dollar,CAD,M,2.3,1.24,1.23,1.9,15:00:00
08-Jan-24,New Zealand dollar,AED,M,1.1,2.49,3,2.79,15:00:00
09-Jan-24,Japanese yen,JPY,D,2.2,2.87,3.86,1.55,15:00:00
10-Jan-24,Emirati dirham,JPY,M,1.1,2.66,1.33,1.79,15:00:00
11-Jan-24,Euro,AUD,D,3,2.4,2.41,1.88,15:00:00
12-Jan-24,Australian dollar,GBP,D,1.8,2.13,3.36,2.14,15:00:00
13-Jan-24,Euro,CAD,D,2.4,2.65,2.42,1.29,15:00:00
14-Jan-24,Pound Sterling,JPY,M,1.5,1.22,2.75,1.08,15:00:00
